ORF,Gene,Description,Control Median,Control STD,control Localization,DTT Median,DTT STD,DTT FoldChange,Significance DTT,DTT Localization,H2O2 Median,H2O2 STD,H2O2 FoldChange,Significance H2O2,H2O2 Localization,Starvation Median,Starvation STD,Starvation FoldChange,Significance Starvation ,Starvation Localization,Pup2-DAmP,MA3 Median,MA3 STD,MA3 FoldChange,Significance MA3 ,MA3 Localization
YDL113C,ATG20,Sorting nexin family member required for the cytoplasm-to-vacuole targeting (Cvt) pathway and for endosomal sorting; has a Phox homology domain that binds phosphatidylinositol-3-phosphate; interacts with Snx4p; potential Cdc28p substrate,17.5,4.36921155,below threshold,17.35,7.16,0.99,0,cytosol,18.06,4.89,1.03,0,cytosol,NA,NA,NA,0,cytosol,below threshold,18.71251475,2.643375281,1.06855115,0,below threshold
YDR540C,IRC4,Putative protein of unknown function; null mutant displays increased levels of spontaneous Rad52p foci; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus,18.57,4.821809779,below threshold,18.85,6.87,1.01,0,cytosol,17.67,4.47,0.95,0,cytosol,17.89,3.21,0.96,0,cytosol,below threshold,18.146208,3.396998107,0.976624965,0,below threshold
YBR173C,UMP1,Short-lived chaperone required for correct maturation of the 20S proteasome; may inhibit premature dimerization of proteasome half-mers; degraded by proteasome upon completion of its assembly,17.96,3.507603539,below threshold,15.92,5.48,0.88,0,cytosol,15.06,2.55,0.83,0,cytosol,15.17,2.83,0.84,0,cytosol,below threshold,16.6811755,2.573422101,0.928420485,0,below threshold
YDR323C,PEP7,"Multivalent adaptor protein that facilitates vesicle-mediated vacuolar protein sorting by ensuring high-fidelity vesicle docking and fusion, which are essential for targeting of vesicles to the endosome; required for vacuole inheritance",16.86,4.286081715,punctate,18.85,5.03,1.11,0,punctate,19.61,3.35,1.16,0,punctate,21.22,2.72,1.25,0,punctate,punctate,15.44632825,2.034422188,0.91610386,0,punctate
YDR002W,YRB1,"Ran GTPase binding protein; involved in nuclear protein import and RNA export, ubiquitin-mediated protein degradation during the cell cycle; shuttles between the nucleus and cytoplasm; is essential; homolog of human RanBP1",16.6,5.125361985,below threshold,13.91,6.11,0.83,0,cytosol,15.82,3.51,0.95,0,cytosol,18.53,3.08,1.11,0,cytosol,below threshold,17.8622255,4.649889218,1.075385696,0,below threshold
YGR296W,YRF1-3,"Helicase encoded by the Y' element of subtelomeric regions, highly expressed in the mutants lacking the telomerase component TLC1; potentially phosphorylated by Cdc28p",15.58,3.749241667,below threshold,16.36,5.06,1.04,0,cytosol,17.34,3.96,1.11,0,cytosol,16.94,3.26,1.08,0,cytosol,below threshold,15.596674,2.991565409,1.000698056,0,below threshold
YBR186W,PCH2,"Nucleolar component of the pachytene checkpoint, which prevents chromosome segregation when recombination and chromosome synapsis are defective; also represses meiotic interhomolog recombination in the rDNA",14.15,3.704845442,below threshold,17.1,5.9,1.2,0,cytosol,14.75,2.93,1.04,0,cytosol,17.45,6.17,1.23,0,cytosol,below threshold,16.41339575,2.405564116,1.159142129,0,below threshold
YDR503C,LPP1,"Lipid phosphate phosphatase, catalyzes Mg(2+)-independent dephosphorylation of phosphatidic acid (PA), lysophosphatidic acid, and diacylglycerol pyrophosphate; involved in control of the cellular levels of phosphatidylinositol and PA",14.3,3.441878553,below threshold,15.09,4.35,1.05,0,cytosol,13.89,2.94,0.97,0,cytosol,19.44,7.05,1.35,0,cytosol,below threshold,14.23406875,1.695967382,0.995056949,0,below threshold
YNL243W,SLA2,Transmembrane actin-binding protein involved in membrane cytoskeleton assembly and cell polarization; adaptor protein that links actin to clathrin and endocytosis; present in the actin cortical patch of the emerging bud tip; dimer in vivo,18.43,4.999123239,below threshold,14.65,5.16,0.79,0,cytosol,16.25,4.51,0.88,0,cytosol,16.54,3.04,0.89,0,cytosol,below threshold,15.5150005,1.889647704,0.841266413,0,below threshold
YBR103C-A,YBR103C-A,"Dubious open reading frame unlikely to encode a protein, based on experimental and comparative sequence data; identified by homology to related yeast",15.54,4.369158071,below threshold,16.39,6.32,1.05,0,cytosol,16.96,3.21,1.09,0,cytosol,15.16,4.68,0.97,0,cytosol,below threshold,14.78392775,1.957814586,0.950761134,0,below threshold
YAR073W,IMD1,"Nonfunctional protein with homology to IMP dehydrogenase; probable pseudogene, located close to the telomere; is not expressed at detectable levels; YAR073W and YAR075W comprise a continuous reading frame in some strains of S. cerevisiae",17.13,3.861881492,below threshold,15.69,5.6,0.91,0,cytosol,16.61,2.96,0.96,0,cytosol,NA,NA,NA,0,cytosol,below threshold,19.10529525,3.667432185,1.114730142,0,below threshold
YIL134W,FLX1,"Protein required for transport of flavin adenine dinucleotide (FAD), a synthesis product of riboflavin, across the mitochondrial membrane",15.53,4.196887515,below threshold,17.11,6.79,1.1,0,cytosol,16.55,2.56,1.06,0,cytosol,16.97,2.7,1.09,0,cytosol,below threshold,15.82363925,2.535555898,1.018565344,0,below threshold
YDL172C,YDL172C,"Dubious ORF unlikely to encode a protein, based on available experimental and comparative sequence data",17.51,3.161837579,below threshold,14.62,4.9,0.83,0,cytosol,14.41,2.71,0.82,0,cytosol,16.46,2.97,0.94,0,cytosol,below threshold,16.4048165,2.32461868,0.936809695,0,below threshold
YML036W,CGI121,"Protein involved in telomere uncapping and elongation as component of the KEOPS protein complex with Bud32p, Kae1p, Pcc1p, and Gon7p; also shown to be a component of the EKC protein complex; homolog of human CGI-121",18.04,3.714881524,below threshold,15.18,5.85,0.84,0,cytosol,16.15,3.16,0.89,0,cytosol,16.48,4.75,0.91,0,cytosol,below threshold,17.36121775,2.627857407,0.962121173,0,below threshold
YIL169C,YIL169C,"Putative protein of unknown function; serine/threonine rich and highly similar to YOL155C, a putative glucan alpha-1,4-glucosidase; transcript is induced in both high and low pH environments; YIL169C is a non-essential gene",16.55,5.069707565,below threshold,16.51,7.83,0.99,0,cytosol,18.96,3.92,1.14,0,cytosol,17.74,4.94,1.07,0,cytosol,below threshold,21.71135925,3.828244463,1.311452074,0,below threshold
YOL091W,SPO21,"Component of the meiotic outer plaque of the spindle pole body, involved in modifying the meiotic outer plaque that is required prior to prospore membrane formation",16,4.006311731,below threshold,15.98,6.23,0.99,0,cytosol,17.13,3.51,1.07,0,cytosol,17.79,5.1,1.11,0,cytosol,below threshold,17.455455,3.312427901,1.090672734,0,below threshold
YOL101C,IZH4,"Membrane protein involved in zinc ion homeostasis, member of the four-protein IZH family, expression induced by fatty acids and altered zinc levels; deletion reduces sensitivity to excess zinc; possible role in sterol metabolism",14.64,4.858870238,below threshold,14.79,5.18,1.01,0,cytosol,15.36,3.48,1.04,0,cytosol,15.68,4.37,1.07,0,cytosol,below threshold,15.515187,1.946437617,1.059696477,0,below threshold
YOL112W,MSB4,"GTPase-activating protein of the Ras superfamily that acts primarily on Sec4p, localizes to the bud site and bud tip, has similarity to Msb3p; msb3 msb4 double mutation causes defects in secretion and actin organization",19.1,4.51667722,below threshold,24.47,12.43,1.28,0,cytosol,18.03,4.3,0.94,0,cytosol,17.37,4.63,0.9,0,cytosol,below threshold,17.666551,2.9730312,0.924712818,0,below threshold
YFL052W,YFL052W,"Putative zinc cluster protein that contains a DNA binding domain; null mutant sensitive to calcofluor white, low osmolarity and heat, suggesting a role for YFL052Wp in cell wall integrity",16.51,4.214638515,below threshold,17.57,7,1.06,0,cytosol,18.13,2.97,1.09,0,cytosol,14.6,3.33,0.88,0,cytosol,below threshold,17.112594,2.741503317,1.035744285,0,below threshold
YMR251W,GTO3,Omega class glutathione transferase; putative cytosolic localization,17.2,5.386330773,below threshold,17.18,4.84,0.99,0,cytosol,16.97,3.68,0.98,0,cytosol,27.1,8.56,1.57,0,cytosol,below threshold,16.93729225,1.896395258,0.984027748,0,below threshold
YBR230C,OM14,Integral mitochondrial outer membrane protein; abundance is decreased in cells grown in glucose relative to other carbon sources; appears to contain 3 alpha-helical transmembrane segments; ORF encodes a 97-basepair intron,18.05,4.00689848,below threshold,14.63,5.08,0.81,0,cytosol,16.58,3.86,0.91,0,cytosol,17.09,3.46,0.94,0,cytosol,below threshold,18.3058895,5.140278762,1.013757876,0,below threshold
YOL160W,YOL160W,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data",17.68,4.203438837,below threshold,14.26,5.36,0.8,0,cytosol,16.8,3.53,0.95,0,cytosol,15.2,2.7,0.85,0,cytosol,below threshold,14.54977025,1.528598433,0.82256624,0,below threshold
YLR013W,GAT3,Protein containing GATA family zinc finger motifs,18.59,3.519740503,below threshold,16.86,5.97,0.9,0,cytosol,15.17,2.73,0.81,0,cytosol,15.43,2.02,0.83,0,cytosol,below threshold,15.97254775,2.644288738,0.859142392,0,below threshold
YHR097C,YHR097C,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and the nucleus,16.54,4.547272334,below threshold,17.01,6.94,1.02,0,cytosol,17.74,2.96,1.07,0,cytosol,14.55,3.44,0.87,0,cytosol,below threshold,17.2493775,2.782255593,1.042517829,0,below threshold
YHL044W,YHL044W,"Putative integral membrane protein, member of DUP240 gene family; green fluorescent protein (GFP)-fusion protein localizes to the plasma membrane in a punctate pattern",17.48,4.000985325,below threshold,17.67,6.51,1.01,0,cytosol,15.49,2.87,0.88,0,cytosol,16.47,4.12,0.94,0,cytosol,below threshold,17.46483575,2.56599878,0.998821463,0,below threshold
YDR154C,YDR154C,"Dubious open reading frame, null mutant exhibits synthetic phenotype with alpha-synuclein",15.99,3.827522078,below threshold,17.13,6.54,1.07,0,cytosol,18.1,4.43,1.13,0,cytosol,14.63,3.8,0.91,0,cytosol,below threshold,15.3333545,1.567463159,0.958519261,0,below threshold
YLR331C,JIP3,"Dubious open reading frame, unlikely to encode a protein; not conserved in closely related Saccharomyces species; 98% of ORF overlaps the verified gene MID2",18.17,3.436559924,below threshold,16.1,6.21,0.88,0,cytosol,15.68,2.75,0.86,0,cytosol,15.08,3.54,0.83,0,cytosol,below threshold,16.292267,2.505696679,0.896393737,0,below threshold
YPL056C,LCL1,Putative protein of unknown function; deletion mutant is fluconazole resistant,15.69,4.312774065,below threshold,18.06,8.43,1.15,0,cytosol,15.53,2.79,0.99,0,cytosol,16.02,3.29,1.02,0,cytosol,below threshold,15.52848275,2.570568868,0.989440151,0,below threshold
YAR023C,YAR023C,"Putative integral membrane protein, member of DUP240 gene family",17.37,4.725794152,below threshold,16.02,5.62,0.92,0,cytosol,13.11,2.46,0.75,0,cytosol,15.49,2.88,0.89,0,cytosol,below threshold,14.681396,1.960426998,0.844876906,0,below threshold
YER091C-A,YER091C-A,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data",15.28,4.617387379,below threshold,16.96,5.48,1.1,0,cytosol,16.25,3.21,1.06,0,cytosol,16.13,2.79,1.05,0,cytosol,below threshold,14.201998,2.025785572,0.928957109,0,below threshold
YEL012W,UBC8,"Ubiquitin-conjugating enzyme that negatively regulates gluconeogenesis by mediating the glucose-induced ubiquitination of fructose-1,6-bisphosphatase (FBPase); cytoplasmic enzyme that catalyzes the ubiquitination of histones in vitro",17.37,4.862504097,below threshold,15.9,4.83,0.91,0,cytosol,18.7,4.8,1.07,0,cytosol,20.42,3.41,1.17,0,cytosol,below threshold,16.766383,3.472648721,0.9647422,0,below threshold
YPR018W,RLF2,Largest subunit (p90) of the Chromatin Assembly Complex (CAF-1) with Cac2p and Msi1p that assembles newly synthesized histones onto recently replicated DNA; involved in the maintenance of transcriptionally silent chromatin,14.72,3.325068021,below threshold,16.52,5.88,1.12,0,cytosol,14.9,3.24,1.01,0,cytosol,17.57,6.59,1.19,0,cytosol,below threshold,16.6735795,2.864096057,1.13249827,0,below threshold
YOR350C,MNE1,Mitochondrial protein similar to Lucilia illustris mitochondrial cytochrome oxidase,17.48,4.447605962,below threshold,18.16,6.08,1.03,0,cytosol,18.33,4.2,1.04,0,cytosol,14.41,2.24,0.82,0,cytosol,below threshold,17.573788,2.170810404,1.00506216,0,below threshold
YDR337W,MRPS28,Mitochondrial ribosomal protein of the small subunit,16.7,3.994462847,below threshold,17.05,6.49,1.02,0,cytosol,15.77,3.66,0.94,0,cytosol,15.41,2.7,0.92,0,cytosol,below threshold,18.5154655,2.808192501,1.108499463,0,below threshold
YOR071C,NRT1,High-affinity nicotinamide riboside transporter; also transports thiamine with low affinity; shares sequence similarity with Thi7p and Thi72p; proposed to be involved in 5-fluorocytosine sensitivity,17.75,5.158957187,below threshold,15,4.74,0.84,0,cytosol,16.79,3.67,0.94,0,cytosol,15.41,3.86,0.86,0,cytosol,below threshold,14.64360025,1.94129648,0.824682749,0,below threshold
YBR294W,SUL1,"High affinity sulfate permease; sulfate uptake is mediated by specific sulfate transporters Sul1p and Sul2p, which control the concentration of endogenous activated sulfate intermediates",17.72,5.902881807,below threshold,14.57,4.69,0.82,0,cytosol,16.53,4.23,0.93,0,cytosol,107.74,28.26,6.07,0,punctate,below threshold,15.73752325,1.920072021,0.887643606,0,below threshold
YIL009C-A,EST3,"Component of the telomerase holoenzyme, involved in telomere replication",17.45,3.683365698,below threshold,15.47,5.12,0.88,0,cytosol,15.82,2.81,0.9,0,cytosol,16.92,2.37,0.96,0,cytosol,below threshold,16.73834475,2.459465301,0.95865002,0,below threshold
YJL007C,YJL007C,"Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data",15.4,3.873278358,below threshold,17.32,5.68,1.12,0,cytosol,16.37,3.34,1.06,0,cytosol,16.23,4.53,1.05,0,cytosol,below threshold,14.967713,2.588978261,0.971188853,0,below threshold
YPL279C,YPL279C,Putative protein of unknown function,16.54,4.098445274,below threshold,15.62,5.05,0.94,0,cytosol,14.78,2.79,0.89,0,cytosol,17.63,6.55,1.06,0,cytosol,below threshold,15.794417,2.785012892,0.954697811,0,below threshold
YGL090W,LIF1,Component of the DNA ligase IV complex that mediates nonhomologous end joining in DNA double-strand break repair; physically interacts with Dnl4p and Nej1p; homologous to mammalian XRCC4 protein,16.86,4.044925366,below threshold,16.45,5.85,0.97,0,cytosol,17.42,3.44,1.03,0,cytosol,13.47,2.25,0.79,0,cytosol,below threshold,17.7211245,3.607791635,1.050744134,0,below threshold
YLR122C,YLR122C,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the dubious ORF YLR123C",18.14,4.829562163,below threshold,15.63,5.2,0.86,0,cytosol,15.53,2.89,0.85,0,cytosol,15.61,2.87,0.86,0,cytosol,below threshold,16.519102,1.916801536,0.910009304,0,below threshold
YKL141W,SDH3,"Cytochrome b subunit of succinate dehydrogenase (Sdh1p, Sdh2p, Sdh3p, Sdh4p), which couples the oxidation of succinate to the transfer of electrons to ubiquinone",14.8,4.114039526,below threshold,16.61,5.06,1.12,0,cytosol,14.55,2.39,0.98,0,cytosol,16.29,5.89,1.1,0,cytosol,below threshold,15.394227,1.847233048,1.039779244,0,below threshold
YGL193C,YGL193C,"Haploid-specific gene repressed by a1-alpha2, turned off in sir3 null strains, absence enhances the sensitivity of rad52-327 cells to campothecin almost 100-fold",14.94,3.901496792,below threshold,17.04,5.33,1.14,0,cytosol,16.43,3.24,1.09,0,cytosol,21.94,7.03,1.46,0,cytosol,below threshold,14.44002525,1.566170439,0.966180076,0,below threshold
YPL283C,YRF1-7,"Helicase encoded by the Y' element of subtelomeric regions, highly expressed in the mutants lacking the telomerase component TLC1; potentially phosphorylated by Cdc28p",15.12,3.480942355,below threshold,14.99,5.73,0.99,0,cytosol,16.03,2.97,1.05,0,cytosol,17.9,3.76,1.18,0,cytosol,below threshold,15.41498725,1.631619481,1.019134287,0,below threshold
YMR031W-A,YMR031W-A,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; null mutant displays shortened telomeres; partially overlaps the uncharacterized ORF YMR031C",16.24,3.493276168,below threshold,15.82,4.89,0.97,0,cytosol,16.41,2.87,1.01,0,cytosol,15.97,3.22,0.98,0,cytosol,below threshold,15.761481,1.611620588,0.970278308,0,below threshold
YJR108W,ABM1,"Protein of unknown function, required for normal microtubule organization",18.32,4.04261427,below threshold,14.59,5.08,0.79,0,cytosol,18.17,4.11,0.99,0,cytosol,16.59,2.83,0.9,0,cytosol,below threshold,15.22478525,1.90527146,0.830791133,0,below threshold
YHR194W,MDM31,"Mitochondrial inner membrane protein with similarity to Mdm32p, required for normal mitochondrial morphology and inheritance; interacts genetically with MMM1, MDM10, MDM12, and MDM34",17.49,4.333001316,below threshold,15.92,5.48,0.91,0,cytosol,19.18,3.68,1.09,0,cytosol,14.43,2.91,0.82,0,cytosol,below threshold,17.91869175,3.221247853,1.024148873,0,below threshold
YLR318W,EST2,"Reverse transcriptase subunit of the telomerase holoenzyme, essential for telomerase core catalytic activity, involved in other aspects of telomerase assembly and function; mutations in human homolog are associated with aplastic anemia",17.21,3.546126075,below threshold,15.39,5.6,0.89,0,cytosol,16.7,4,0.97,0,cytosol,15.13,2.79,0.87,0,cytosol,below threshold,17.961017,2.543559952,1.043083622,0,below threshold
YOR177C,MPC54,"Component of the meiotic outer plaque, a membrane-organizing center which is assembled on the cytoplasmic face of the spindle pole body during meiosis II and triggers the formation of the prospore membrane; potential Cdc28p substrate",16.88,4.185584954,below threshold,17.06,6.95,1.01,0,cytosol,15.61,2.29,0.92,0,cytosol,13.73,2.44,0.81,0,cytosol,below threshold,19.681016,2.863922653,1.16532731,0,below threshold
YBR299W,MAL32,"Maltase (alpha-D-glucosidase), inducible protein involved in maltose catabolism; encoded in the MAL3 complex locus; functional in genomic reference strain S288C",17.04,4.538667168,below threshold,16.52,5.64,0.96,0,cytosol,18.02,3.99,1.05,0,cytosol,15.77,3.46,0.92,0,cytosol,below threshold,19.15893875,3.808531827,1.12324769,0,below threshold
YER121W,YER121W,Putative protein of unknown function; may be involved in phosphatase regulation and/or generation of precursor metabolites and energy,15.99,4.018597903,below threshold,15.8,6.53,0.98,0,cytosol,15.92,3.62,0.99,0,cytosol,15.93,4.07,0.99,0,cytosol,below threshold,15.616027,1.817828187,0.97617682,0,below threshold
YOR155C,ISN1,"Inosine 5'-monophosphate (IMP)-specific 5'-nucleotidase, catalyzes the breakdown of IMP to inosine, does not show similarity to known 5'-nucleotidases from other organisms",17.17,4.632750437,below threshold,20.37,8.27,1.18,0,cytosol,20.91,4.18,1.21,0,cytosol,24.94,4.3,1.45,0,cytosol,below threshold,17.43141075,3.625279263,1.014959647,0,below threshold
YKR056W,TRM2,"tRNA methyltransferase, 5-methylates the uridine residue at position 54 of tRNAs and may also have a role in tRNA stabilization or maturation; endo-exonuclease with a role in DNA repair",19.05,4.248407305,cytosol,16.5,6.96,0.86,0,cytosol,18.04,3.95,0.94,0,cytosol,14.71,2.25,0.77,0,cytosol,cytosol,21.06653425,3.48273568,1.105130274,0,cytosol
YJL156W-A,YJL156W-A,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data",15.98,4.135153426,below threshold,17.49,5.69,1.09,0,cytosol,16.11,3.06,1,0,cytosol,15.01,6.11,0.93,0,cytosol,below threshold,15.002598,1.77390547,0.93837689,0,below threshold
YBR245C,ISW1,"Member of the imitation-switch (ISWI) class of ATP-dependent chromatin remodeling complexes; ATPase that forms a complex with Ioc2p and Ioc4p to regulate transcription elongation, and a complex with Ioc3p to repress transcription initiation",17.88,3.626676709,below threshold,13.54,4.21,0.75,0,cytosol,20.2,3.77,1.12,0,cytosol,16.13,5.3,0.9,0,cytosol,below threshold,16.47142025,2.510939722,0.920880295,0,below threshold
YJL223C,PAU1,"Member of the seripauperin multigene family encoded mainly in subtelomeric regions, active during alcoholic fermentation, regulated by anaerobiosis, negatively regulated by oxygen, repressed by heme; identical to Pau14p",17.64,4.439307628,below threshold,15.88,7.1,0.89,0,cytosol,17.03,2.94,0.96,0,cytosol,15.9,2.52,0.9,0,cytosol,below threshold,15.580259,1.846473338,0.882483426,0,below threshold
YDR372C,VPS74,Protein required for Golgi localization of glycosyltransferases; binds the cytosolic domains of Golgi glycosyltransferases; binding to PtdIns4P required for Golgi targeting and function; tetramer formation required for function,19.38,4.140233491,cytosol,18.64,6.04,0.96,0,cytosol,15.79,2.94,0.81,0,cytosol,15.17,2.56,0.78,0,cytosol,cytosol,19.1557935,2.788548668,0.988341867,0,cytosol
YJR034W,PET191,Protein required for assembly of cytochrome c oxidase; exists as an oligomer that is integral to the mitochondrial inner membrane and faces the intermembrane space; contains a twin Cx9C motif,18.25,4.571497474,below threshold,15.34,6.84,0.84,0,cytosol,18.26,4.04,0.99,0,cytosol,14.84,2.4,0.81,0,cytosol,below threshold,NA,NA,NA,NA,below threshold
YER050C,RSM18,"Mitochondrial ribosomal protein of the small subunit, has similarity to E. coli S18 ribosomal protein",16.55,3.540288229,below threshold,14.08,5.56,0.85,0,cytosol,17.14,3.32,1.03,0,cytosol,15.76,2.7,0.95,0,cytosol,below threshold,16.43886625,2.527042767,0.992265649,0,below threshold
YDL118W,YDL118W,"Non-essential protein of unconfirmed function; mutants are defective in telomere maintenance, and are synthetically sick or lethal with alpha-synuclein",17.42,3.769769055,below threshold,16.68,5.7,0.95,0,cytosol,15.97,3.06,0.91,0,cytosol,16.83,5.26,0.96,0,cytosol,below threshold,16.00395875,1.941436192,0.918102733,0,below threshold
YJR062C,NTA1,"Amidase, removes the amide group from N-terminal asparagine and glutamine residues to generate proteins with N-terminal aspartate and glutamate residues that are targets of ubiquitin-mediated degradation",14.5,4.255492378,below threshold,16.6,6.2,1.14,0,cytosol,17.58,2.88,1.21,0,cytosol,16.51,3.82,1.13,0,cytosol,below threshold,19.31716625,4.221963483,1.331924696,0,below threshold
YOR037W,CYC2,"Mitochondrial peripheral inner membrane protein, contains a FAD cofactor in a domain exposed in the intermembrane space; exhibits redox activity in vitro; likely participates in ligation of heme to acytochromes c and c1 (Cyc1p and Cyt1p)",16.07,4.35245879,mitochondria,18.97,5.55,1.18,0,mitochondria,15.73,3.78,0.97,0,mitochondria,18.25,5.57,1.13,0,mitochondria,mitochondria,16.073867,2.52480038,0.999861782,0,mitochondria
YNL222W,SSU72,Transcription/RNA-processing factor that associates with TFIIB and cleavage/polyadenylation factor Pta1p; exhibits phosphatase activity on serine-5 of the RNA polymerase II C-terminal domain; affects start site selection in vivo,17.96,5.52690815,below threshold,15.68,6.58,0.87,0,cytosol,13.35,2.8,0.74,0,cytosol,16.45,5.76,0.91,0,cytosol,below threshold,16.4537845,2.171409645,0.915683169,0,below threshold
YGL210W,YPT32,"GTPase of the Ypt/Rab family, very similar to Ypt31p; involved in the exocytic pathway; mediates intra-Golgi traffic or the budding of post-Golgi vesicles from the trans-Golgi",16.02,4.414960286,below threshold,15.55,5.34,0.97,0,cytosol,14.54,3.03,0.9,0,cytosol,15.03,4.96,0.93,0,cytosol,below threshold,14.965788,1.689614724,0.933881664,0,below threshold
YGR041W,BUD9,"Protein involved in bud-site selection; diploid mutants display a unipolar budding pattern instead of the wild-type bipolar pattern, and bud at the distal pole",NA,4.404666426,bud neck,17.08,5.46,1.08,0,bud neck,17.81,3.91,1.12,0,bud neck,18.45,7.37,1.16,0,bud neck,bud neck,17.1673735,2.736275781,1.087119006,0,bud neck
YKR104W,YKR104W,Putative transporter of the multidrug resistance-associated protein (MRP) subfamily; contains a stop codon in S288C; adjacent ORFs YKR103W and YKR104W are merged in different strain backgrounds,15.13,3.91318056,below threshold,14.07,4.42,0.92,0,cytosol,14.57,2.63,0.96,0,cytosol,14.83,2.42,0.97,0,cytosol,below threshold,15.80968625,1.811269981,1.04397171,0,below threshold
YNL259C,ATX1,"Cytosolic copper metallochaperone that transports copper to the secretory vesicle copper transporter Ccc2p for eventual insertion into Fet3p, which is a multicopper oxidase required for high-affinity iron uptake",14.67,4.161787697,below threshold,17.55,6.07,1.19,0,cytosol,16.62,3.66,1.13,0,cytosol,15.27,7.96,1.04,0,cytosol,below threshold,14.03125125,1.370193981,0.95625762,0,below threshold
YFL058W,THI5,"Protein involved in synthesis of the thiamine precursor hydroxymethylpyrimidine (HMP); member of a subtelomeric gene family including THI5, THI11, THI12, and THI13",17.67,4.397867671,cytosol,18.8,6.73,1.06,0,cytosol,16.93,2.8,0.95,0,cytosol,15.82,2.22,0.89,0,cytosol,cytosol,19.00124575,3.39629565,1.07514306,0,cytosol
YPR117W,YPR117W,Putative protein of unknown function,18.19,5.067886803,below threshold,16.01,6.15,0.88,0,cytosol,18.43,3.58,1.01,0,cytosol,17.11,3.54,0.94,0,cytosol,below threshold,22.0565735,3.957939501,1.211988827,0,below threshold
YFL055W,AGP3,"Low-affinity amino acid permease, may act to supply the cell with amino acids as nitrogen source in nitrogen-poor conditions; transcription is induced under conditions of sulfur limitation; plays a role in regulating Ty1 transposition",16.39,4.350980545,below threshold,14.64,4.91,0.89,0,cytosol,16.47,3.4,1,0,cytosol,21.28,9.52,1.29,0,cytosol,below threshold,15.1303575,1.865546416,0.92269572,0,below threshold
YHL005C,YHL005C,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF YHL004W",18.64,3.17899515,below threshold,16.35,6.13,0.87,0,cytosol,16.41,3.38,0.88,0,cytosol,15.94,2.92,0.85,0,cytosol,below threshold,16.396055,1.980535981,0.879364622,0,below threshold
YOR149C,SMP3,"Alpha 1,2-mannosyltransferase involved in glycosyl phosphatidyl inositol (GPI) biosynthesis; required for addition of the fourth, side branching mannose to the GPI core structure",17.32,4.537405537,below threshold,17.02,7.02,0.98,0,cytosol,14.62,2.53,0.84,0,cytosol,13.5,2.7,0.77,0,cytosol,below threshold,18.515894,3.20398196,1.068686594,0,below threshold
YDR324C,UTP4,Subunit of U3-containing 90S preribosome and Small Subunit (SSU) processome complexes involved in production of 18S rRNA and assembly of small ribosomal subunit; member of t-Utp subcomplex involved with transcription of 35S rRNA transcript,17.09,4.356877617,below threshold,14.99,4.73,0.87,0,cytosol,15.41,3.37,0.9,0,cytosol,15.83,3.64,0.92,0,cytosol,below threshold,17.354276,2.632396906,1.014895299,0,below threshold
YOR193W,PEX27,"Peripheral peroxisomal membrane protein involved in controlling peroxisome size and number, interacts with homologous protein Pex25p",16.24,4.173614191,punctate,18.81,5.11,1.15,0,punctate,22.05,4.01,1.35,0,punctate,30.22,7.21,1.86,0,punctate,punctate,17.396501,3.24379218,1.070816455,0,punctate
YOR114W,YOR114W,Putative protein of unknown function; null mutant is viable,17.67,4.049533729,below threshold,17.73,6.52,1,0,cytosol,15.85,3.63,0.89,0,cytosol,15.74,2.24,0.89,0,cytosol,below threshold,20.969911,5.364839484,1.185988636,0,below threshold
YNL011C,YNL011C,Putative protein of unknown function; YNL011C is not an essential gene,17.9,3.769903788,below threshold,15.31,5.22,0.85,0,cytosol,15.77,3.05,0.88,0,cytosol,14.64,3.55,0.81,0,cytosol,below threshold,17.58547675,2.48751268,0.982016998,0,below threshold
YER032W,FIR1,"Protein involved in 3' mRNA processing, interacts with Ref2p; potential Cdc28p substrate",NA,5.473819122,bud neck,18.7,8.13,0.92,0,bud neck,19.29,4.11,0.95,0,bud neck,16.62,2.7,0.82,0,cytosol,bud neck,19.0388025,2.732307788,0.945533638,0,bud neck
YKL160W,ELF1,Transcription elongation factor that contains a conserved zinc finger domain; implicated in the maintenance of proper chromatin structure in actively transcribed regions; deletion inhibits Brome mosaic virus (BMV) gene expression,16.48,4.292134741,below threshold,15.76,6.55,0.95,0,cytosol,16.86,3.52,1.02,0,cytosol,17.88,3.47,1.08,0,cytosol,below threshold,15.6325615,2.205783714,0.948055899,0,below threshold
YNR052C,POP2,"RNase of the DEDD superfamily, subunit of the Ccr4-Not complex that mediates 3' to 5' mRNA deadenylation",17.63,4.133031683,below threshold,15.24,6.35,0.86,0,cytosol,19.33,3.35,1.09,0,cytosol,15.78,4.3,0.89,0,cytosol,below threshold,17.539238,3.039579849,0.994390182,0,below threshold
